id,sequence,name,description,phase_id/id,days
project_template_desa_task_14,3,Plan de comercialización: Proceso de prospección y ventas.,Crear plan de comercialización con el proceso de ventas y prospección base con metas bien definidas. Sistema de administración de ventas con seguimiento y métricos del proceso de prospección al cierre.,project_rz_g2.project_template_desa_phase_03,5
project_template_desa_task_15,4,Posicionamiento de marca,Identidad corporativa. Crear plan de mercadotecnia con plan de acción para medir el ROI  de inversión en publicidad y promoción.,project_rz_g2.project_template_desa_phase_03,5
project_template_desa_task_16,5,Presupuestos y proyección de ventas y marketing,"Proyección de ventas por producto/servicio en el corto, mediano y largo plazo . Presupuesto para ejecución del plan de marketing para el año en curso y formulación de un presupuesto para las áreas de ventas y de marketing.",project_rz_g2.project_template_desa_phase_03,5
project_template_desa_task_17,1,Análisis de factores productivos,Plan de acción para obtener certificaciones básicas y un plan de desarrollo para mantenerse competitivos y a la vanguardia en infraestructura y tecnología.,project_rz_g2.project_template_desa_phase_04,5
project_template_desa_task_18,2,Proveedores y mapeo detallado del proceso productivo,Listado de proveedores para cada uno de los productos / servicios más importantes del negocio. Estrategia para no depender de un solo proveedor.  Diagrama de flujo de proceso que describa a detalle el proceso productivo. ,project_rz_g2.project_template_desa_phase_04,5
project_template_desa_task_19,3,Procesos y requerimientos y costos de operación,"Descripción de procesos productivos y requerimientos de infraestructura (materias primas, insumos, tecnología, área mínima con distribución de planta para la operación de la empresa, etc.). Costos de operación (fijos y variables).",project_rz_g2.project_template_desa_phase_04,5
project_template_desa_task_20,4,Descripción del modelo ,Clara explicación del modelo de negocio y los procesos que generan valor al negocio. Ajustes documentados al modelo de negocio original.,project_rz_g2.project_template_desa_phase_04,5
project_template_desa_task_21,5,Estrategia de distribución y costos operativos,Estrategia de distribución y resumen de costos operativos.,project_rz_g2.project_template_desa_phase_04,5
project_template_desa_task_22,1,Modelo legal y fiscal en la actualidad,Modelo legal y fiscal actual claros. Definición de cambios a la estructura legal y fiscal actual en caso de aplicar. ,project_rz_g2.project_template_desa_phase_05,5
project_template_desa_task_23,2,Estructura organizacional,"Presentar estructura organizacional actual, a un año y a tres años.",project_rz_g2.project_template_desa_phase_05,5
project_template_desa_task_24,3,Funciones clave y proceso de entrevista,"Funciones claramente definidas para el personal clave de la empresa, descripción de puestos clave y proceso de entrevista mediante preguntas estándar para la selección de candidatos.",project_rz_g2.project_template_desa_phase_05,5
project_template_desa_task_25,4,Plan de desarrollo de personal,Elaborar un plan de capacitación y establecer un presupuesto para el desarrollo de personal.,project_rz_g2.project_template_desa_phase_05,5
project_template_desa_task_26,5,Resumen de costos de personal.,"Estructura de costos de personal actual (sueldo fijo, variable, comisionistas) y las necesidades de personal a futuro.",project_rz_g2.project_template_desa_phase_06,5
project_template_desa_task_27,1,Consolidado de información económica y financiera del proyecto.,Consolidar toda la información financiera (ingresos vs. egresos) y económica usando la información obtenida de las fases previas.,project_rz_g2.project_template_desa_phase_06,5
project_template_desa_task_28,2,Estado financieros y prespupuesto anual,Creación de estados de resultados y flujos de efectivo proyectados a cuatro años. Balance General a cuatro años y elaboración de presupuestos anuales.,project_rz_g2.project_template_desa_phase_06,5
project_template_desa_task_29,3,Método de análisis,"Análisis del Punto de Equilibrio y Retorno sobre la Inversión
Valor Presente Neto y Tasa Interna de Retorno
Análisis de Escenarios Múltiples
Análisis de Sensibilidad
Análisis de Simulación
Apalancamiento Operativo / Financiero",project_rz_g2.project_template_desa_phase_06,5
project_template_desa_task_30,4,Resumen ejecutivo y conclusiones,"Resumir inversión requerida y estrategia de obtención de fondos (Inversionistas, propio, orgánico, financiamiento, etc). Estrategia de inversión, implementar, medir, administrar y controlar ajustes radicales al proyecto. Listar ministraciones propuestas así como hitos correspondientes.",project_rz_g2.project_template_desa_phase_06,5
project_template_expan_task_01,1,Comunicación: Plan de acción y resumen ejecutivo,"Realizar y presentar un plan de acción mostrando iniciativas prácticas y reales de cómo planea mejorar su comunicación. Elaborar un resumen ejecutivo del proceso de mejora en sus habilidades de comunicación, resumiendo lo aprendido y lo aplicado para lograr sus resultados.",project_rz_g2.project_template_expan_phase_01,5
project_template_expan_task_02,2,Liderazgo: Plan de acción y resumen ejecutivo,"Realizar y presentar un plan de acción mostrando iniciativas prácticas y reales de cómo planea mejorar su liderazgo. Elaborar un resumen ejecutivo del proceso de mejora en sus habilidades de liderazgo, resumiendo lo aprendido y lo aplicado para lograr sus resultados.",project_rz_g2.project_template_expan_phase_01,5
project_template_expan_task_03,3,Manejo del tiempo: Plan de acción y resumen ejecutivo,Realizar y presentar un plan de acción mostrando iniciativas prácticas y reales de cómo planea mejorar el manejo del tiempo. Elaborar un resumen ejecutivo del proceso de mejora en sus habilidades de manejo del tiempo resumiendo lo aprendido y lo aplicado para lograr sus resultados.,project_rz_g2.project_template_expan_phase_01,5
project_template_expan_task_04,4,"Coaching y Guía a subordinados, círculo de influencia y/o socios durante el proceso de seguimiento. Plan de acción y resumen ejecutivo.                 ","Realizar y presentar un plan de acción mostrando iniciativas prácticas y reales de cómo planea mejorar el hacer preguntas críticas a el mismo y a los demás. Elaborar un resumen ejecutivo del proceso de mejora del hábito de hacer preguntas críticas, resumiendo lo aprendido y lo aplicado para lograr sus resultados",project_rz_g2.project_template_expan_phase_01,5
project_template_expan_task_05,5,Bibliografía propuesta: Plan de acción,Presentar un plan de acción  aplicando al menos dos puntos extraídos del libro recomendado por el Evaluador (ver lista bibliográfica propuesta).,project_rz_g2.project_template_expan_phase_01,5
project_template_expan_task_06,6,Actitudes y hábitos generales: Resumen ejecutivo,"Elaborar un resumen ejecutivo del proceso de mejora de tus actitudes y hábitos, resumiendo lo aprendido y lo aplicado para lograr sus resultados",project_rz_g2.project_template_expan_phase_01,5
project_template_expan_task_07,1,Fuerzas competitivas,"Presentar evidencia de la implementación de mejores prácticas que los distinguen claramente de la competencia, han superado barreras de entrada, tienen alianzas estartégicas que colaboran a su crecimiento",project_rz_g2.project_template_expan_phase_02,5
project_template_expan_task_08,2,"Análisis estratégico FODAT, ventaja competitiva y alianzas estratégicas.","FODA con equipo de trabajo, elemento clave de su estrategia a corto mediano y largo plazo. Menciona alianzas y estrategias para explotar sus oportunidades y neutralizando sus amenazas.",project_rz_g2.project_template_expan_phase_02,5
project_template_expan_task_09,3,"Elementos estratégicos: Misión, visión, valores corporativos y políticas claves del negocio",Validación de elementos estratégicos claros que comparten los socios y el conocimiento pleno de los mimsos entre colaboradores.,project_rz_g2.project_template_expan_phase_02,5
project_template_expan_task_10,4,"Objetivos SMART a corto (1 año), mediano (2-3 años) y largo plazo (4-5 años).","Presenta objetivos de corto, mediano y largo plazo (SMART) alineados a los elementos estratégicos.",project_rz_g2.project_template_expan_phase_02,5
project_template_expan_task_11,5,Plan de acción detallado a corto plazo,"Plan de acción a corto y algunos de mediano plazo con fecha límite, correlación con objetivos, estatus y responsable. Establecer periodo del año específico para planeación estratégica.",project_rz_g2.project_template_expan_phase_02,5
project_template_expan_task_12,1,Definición del mercado meta,"Resumen ejecutivo listando la segmentación de mercado (edad, sexo, nivel socioeconómico, limitación geográfica), tamaño del mercado con base a la segmentación (fuente sólida de información y/o uso de supuestos bien fundamentados).  Tendencias del mercado, participación de mercado para 3 años (market share), necesidad a cubrir, descripción del perfil del cliente (habitos de consumo, frecuencia de compra, atributos que busca en el servicio o producto), solución que se ofrece en contraste con atributos que busca el cliente y canales de distribución. Nicho de mercado en la región donde opera,  nuevos servicios, productos, paquetes, etc., para la apertura de nuevos nichos de mercado o regiones. Definición de un plan de acción para establecer  un sistema de innovación con asesoría externa y presupuesto asignado. ",project_rz_g2.project_template_expan_phase_03,5
project_template_expan_task_13,2,Análisis de la demanda. Estrategias y estudio de mercado. ,"Resumen ejecutivo con las estrategias de una participación de mercado que permite la creación de  una cartera de clientes sustentable y se encuentran en procesos de innovación en producto/servicio, procesos, tecnologías, distribución etc. para satisfacer la demanda.  Defir una estrategia y acciones para hacer estudios de mercado periódicos para conocer cambios en hábitos de consumo.",project_rz_g2.project_template_expan_phase_03,5
project_template_expan_task_14,3,Plan de comercialización: Proceso de prospección y ventas.,Crear plan de comercialización con un proceso de ventas y prospección con metas bien definidas y métricos establecidos. Plan de exportación o alianzas estratégicas fuera del país,project_rz_g2.project_template_expan_phase_03,5
project_template_expan_task_15,4,Posicionamiento de marca,Identidad corporativa. Crear plan de mercadotecnia con plan de acción para medir el ROI  de inversión en publicidad y promoción.,project_rz_g2.project_template_expan_phase_03,5
project_template_expan_task_16,5,Presupuestos y proyección de ventas y marketing,"Proyección de ventas por producto/servicio en el corto, mediano y largo plazo considerando estacionalidad con base en datos históricos. Presupuesto para ejecución del plan de marketing para el año en curso y formulación de un presupuesto para las áreas de ventas y de marketing.",project_rz_g2.project_template_expan_phase_03,5
project_template_expan_task_17,1,Análisis de factores productivos,Plan de Desarrollo que permite la estandarización de la calidad del producto/servicio.,project_rz_g2.project_template_expan_phase_04,5
project_template_expan_task_18,2,Manejo de proveedores y mapeo detallado de los procesos de negocio. ,"Proceso implementado de selección, eveluación y desarrollo de proveedores, asi como claras estrategias de negociación. Mapeo completo de los procesos de negocio por función y subfunciones para describir y estandarizar el proceso productivo.",project_rz_g2.project_template_expan_phase_04,5
project_template_expan_task_19,3,Procesos y requerimientos para la operación,"Descripción de procesos productivos y requerimientos de infraestructura (materias primas, insumos, tecnología, área mínima con distribución de planta para la operación de la empresa, etc.). Costos de operación (fijos y variables).",project_rz_g2.project_template_expan_phase_04,5
project_template_expan_task_20,4,Descripción del modelo ,Clara explicación del modelo de negocio y los procesos que generan valor al negocio. Ajustes documentados al modelo de negocio original.,project_rz_g2.project_template_expan_phase_04,5
project_template_expan_task_21,5,Estrategia de distribución y costos operativos,Estrategia de distribución y resumen de costos operativos.,project_rz_g2.project_template_expan_phase_04,5
project_template_expan_task_22,1,"Análisis de alternativas legales, establecimiento de la empresa.",Modelo legal y fiscal actual claros. Definición de cambios a la estructura legal y fiscal actual en caso de aplicar. ,project_rz_g2.project_template_expan_phase_05,5
project_template_expan_task_23,2,Estructura organizacional y manual de operaciones.,"Estructura organizacional actual, a un año y a tres años con periodos de contratación claramente definidos y atados a logros. Manual de operaciones para puestos clave.",project_rz_g2.project_template_expan_phase_05,5
project_template_expan_task_24,3,"Puestos clave, selección, inducción y evaluación de desempeño.","Descripciones puestos clave, proceso de selección e inducción a nuevos colaboradores. Creación e implementación de evaluaciones de desempeño.",project_rz_g2.project_template_expan_phase_05,5
project_template_expan_task_25,4,Plan de capacitación,Plan de capacitación y de sucesión (crecimiento del personal dentro de la empresa). Presupuesto para desarrollo de personal. ,project_rz_g2.project_template_expan_phase_05,5
project_template_expan_task_26,5,Resumen de costos de personal.,"Estructura de costos de personal actual (sueldo fijo, variable, comisionistas) y de necesidades de personal a futuro. Mapeo de sueldo por rangos congruente con la estructura funcional.",project_rz_g2.project_template_expan_phase_05,5
project_template_expan_task_27,1,Consolidado de información económica y financiera del proyecto.,Consolidar toda la información financiera (ingresos vs. egresos) y económica usando la información obtenida de las fases previas.,project_rz_g2.project_template_expan_phase_06,5
project_template_expan_task_28,2,Estado de resultados y prespupuesto anual,Creación de estados de resultados y flujos de efectivo proyectados a cuatro años. Balance General a cuatro años y elaboración de presupuestos anuales.,project_rz_g2.project_template_expan_phase_06,5
project_template_expan_task_29,3,Método de análisis,"Análisis del Punto de Equilibrio y Retorno sobre la Inversión
Valor Presente Neto y Tasa Interna de Retorno
Análisis de Escenarios Múltiples
Análisis de Sensibilidad
Análisis de Simulación
Apalancamiento Operativo / Financiero",project_rz_g2.project_template_expan_phase_06,5
project_template_expan_task_30,4,Resumen ejecutivo y conclusiones,"Resumir inversión requerida y estrategia de obtención de fondos (Inversionistas, propio, orgánico, financiamiento, etc). Estrategia de inversión, implementar, medir, administrar y controlar ajustes radicales al proyecto. Listar ministraciones propuestas así como hitos correspondientes.",project_rz_g2.project_template_expan_phase_06,5
